time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
5829,0,-0.3966787,1.763019,0.5849793,0.05787929,0,-0.0006742968,1.666172,0.8209568,0.1288688,1.265693
5843,0,-0.3972919,1.764654,0.5844428,0.1303709,0,-0.001340501,1.663963,0.8210042,0.1646625,3.624578
5858,0,-0.3979476,1.76566,0.5841833,0.08783481,0,-0.002872695,1.659329,0.8211116,0.3490015,-2.126802
5872,0,-0.3983664,1.766255,0.5839607,0.0541907,0,-0.005105671,1.65249,0.8208454,0.5127917,-1.682206
5885,0,-0.3984052,1.766844,0.5836207,0.04915309,0,-0.006923286,1.644829,0.8202773,0.5699394,-0.2518809
5899,0,-0.3978969,1.767644,0.5832048,0.07520167,0,-0.00762838,1.637954,0.8195722,0.5046202,1.302429
5913,0,-0.3973733,1.768445,0.5828164,0.07351439,0,-0.007983329,1.632814,0.8193365,0.3671271,-0.08436367
5927,0,-0.3970246,1.769291,0.5824813,0.06986439,0,-0.008350088,1.628066,0.819392,0.3414641,-0.1825001
5940,0,-0.3965049,1.770179,0.5821174,0.08005136,0,-0.008537557,1.623815,0.819692,0.3129164,0.5093482
5955,0,-0.395943,1.770529,0.5818663,0.04926751,0,-0.008952371,1.620365,0.8201028,0.2434619,-1.539192
5969,0,-0.3952758,1.771196,0.5814382,0.07590349,0,-0.009423195,1.618376,0.8206281,0.1546509,1.331799
5983,0,-0.3947904,1.771628,0.5810316,0.05427912,0,-0.01035488,1.618442,0.8219115,0.112374,-1.081218
5997,0,-0.394877,1.771447,0.5810518,0.01458695,0,-0.0114683,1.618194,0.8234631,0.1394042,-1.984609
6010,0,-0.3945319,1.772186,0.58057,0.06664775,0,-0.01257004,1.617745,0.8249975,0.1366747,2.60304
